0 4 0 0 4 5 12
0 4 0 0 4 1 5
0 4 0 0 4 0 2
1 5 0 0 4 0 1
1 2 0 0 4 7 14
0 5 0 0 4 1 4
0 4 0 0 4 1 6
0 2 0 0 4 0 2
0 2 0 0 4 1 1
0 2 0 0 4 0 12
0 2 0 0 4 2 6
0 2 0 0 4 1 2
0 5 0 0 4 3 6
1 3 0 0 4 1 5
0 3 0 0 4 1 14
0 3 0 0 4 1 1
0 2 0 0 4 1 14
1 2 0 0 4 1 6
0 4 0 0 4 0 6
0 3 0 0 4 1 6
0 2 0 0 4 1 6
0 2 0 0 4 1 2
0 3 0 0 4 1 1
0 3 0 0 4 1 14
0 3 0 0 4 1 2
0 3 0 0 4 0 7
0 2 0 0 4 1 14
0 4 0 0 4 1 1
0 5 0 0 4 1 6
0 5 0 0 4 0 6
0 2 0 0 4 0 2
1 2 0 0 4 1 14
1 2 0 0 4 1 13
1 3 0 0 4 1 1
0 2 0 0 4 1 1
0 3 0 0 4 1 6
1 2 0 0 4 2 1
0 5 0 0 4 1 6
0 5 0 0 4 1 7
1 5 0 0 4 1 7
1 2 0 0 4 0 6
0 2 0 0 4 1 1
0 3 0 0 4 1 2
1 2 0 0 4 0 14
0 0 0 0 4 1 1
0 1 0 0 4 0 7
0 4 0 0 4 1 14
1 3 0 0 4 1 7
0 3 0 0 4 0 7
0 1 0 0 4 0 14
0 3 0 0 4 1 7
0 2 0 0 4 1 6
1 1 0 0 4 2 6
0 2 0 0 4 0 14
0 5 0 0 4 1 2
0 3 0 0 4 0 15
0 2 0 0 4 1 6
0 2 0 0 4 0 2
0 3 0 0 4 1 2
0 4 0 0 4 1 2
0 3 0 0 4 1 14
0 3 0 0 4 1 1
1 3 0 0 4 1 14
1 5 0 0 4 0 7
0 4 0 0 4 1 1
0 2 0 0 4 1 7
1 5 0 0 4 4 2
0 3 0 0 4 1 6
0 2 0 0 4 0 4
0 5 0 0 4 1 2
0 3 0 0 4 0 7
0 3 0 0 4 1 2
1 4 0 0 4 0 14
0 2 0 0 4 1 1
0 5 0 0 4 1 1
0 5 0 0 4 1 1
1 5 0 0 4 1 1
0 3 0 0 4 1 2
1 5 0 0 4 3 7
0 2 0 0 4 0 2
0 2 0 0 4 1 7
0 3 0 0 4 0 2
1 3 0 0 4 1 2
0 2 0 0 4 0 1
0 4 0 0 4 1 6
0 3 0 0 4 1 7
0 2 0 0 4 1 2
1 3 0 0 4 1 7
0 3 0 0 4 0 6
0 2 0 0 4 2 14
0 3 0 0 4 1 4
0 5 0 0 4 2 1
0 2 0 0 4 1 1
0 2 0 0 4 0 2
0 2 0 0 4 1 1
0 2 0 0 4 0 2
0 3 0 0 4 1 1
1 2 0 0 4 1 7
0 4 0 0 4 0 2
1 4 0 0 4 1 2
0 2 0 0 4 0 1
0 2 0 0 4 7 2
1 4 0 0 4 1 6
0 4 0 0 4 1 7
1 3 0 0 4 1 14
1 2 0 0 4 0 7
0 5 0 0 4 0 6
0 2 0 0 4 1 6
1 4 0 0 4 1 6
0 2 0 0 4 1 1
1 2 0 0 4 1 1
0 2 0 0 4 1 1
0 4 0 0 4 0 1
0 3 0 0 4 1 1
0 2 0 0 4 1 1
0 2 0 0 4 0 2
0 2 0 0 4 2 6
0 5 0 0 4 0 2
0 2 0 0 4 1 6
1 2 0 0 4 1 2
1 5 0 0 4 3 7
0 2 0 0 4 1 2
1 3 0 0 4 1 1
0 3 0 0 4 1 1
0 5 0 0 4 1 6
1 1 0 0 4 1 2
0 2 0 0 4 2 6
0 3 0 0 4 1 7
0 2 0 0 4 0 15
0 3 0 0 4 1 5
0 3 0 0 4 0 14
0 4 0 0 4 2 6
0 5 0 0 4 1 7
0 2 0 0 4 1 2
0 4 0 0 4 1 6
1 2 0 0 4 1 7
0 3 0 0 4 1 2
0 2 0 0 4 1 2
0 5 0 0 4 0 2
0 2 0 0 4 0 7
0 2 0 0 4 1 2
0 3 0 0 4 1 6
1 3 0 0 4 1 6
0 2 0 0 4 1 6
0 2 0 0 4 2 9
0 4 0 0 4 1 6
